Rock_Type,Ore_Grade,Tonnage,Ore_Value,Mining_Cost,Processing_Cost,Waste_Flag,Profit
Magnetite,64.18,2531,327.6,50,38,0,606427.6
Hematite,63.71,1849,291.29,52,26,0,394373.21
Magnetite,55.14,1966,253.35,40,34,0,352602.1
Hematite,57.97,2338,271.26,62,20,0,442489.88
Magnetite,60.26,2407,299.7,57,31,0,509561.9
Waste,0,2252,0,54,27,1,-182412
Hematite,52.32,1675,333.44,46,26,0,437912
Magnetite,53.7,1124,285.91,69,39,0,199970.84
Magnetite,63.97,1281,322.37,31,32,0,332252.97
Waste,0,2920,0,52,39,1,-265720
Waste,0,1892,0,36,21,1,-107844
Hematite,60.87,2906,261.6,43,29,0,550977.6
Waste,0,1385,0,56,27,1,-114955
Magnetite,58.62,2434,267.11,32,25,0,511407.74
Magnetite,60.1,2425,325.74,67,37,0,537719.5
Magnetite,63.65,2280,341.7,39,20,0,644556
Magnetite,53.46,1074,280.03,44,24,0,227720.22
Waste,0,1977,0,32,34,1,-130482
Hematite,62.56,2747,255.02,68,35,0,417598.94
Hematite,56.98,1170,262.21,39,30,0,226055.7
Magnetite,58.5,2713,269.3,49,34,0,505431.9
Magnetite,55.94,2254,310.69,61,27,0,501943.26
Magnetite,52.83,2112,345.6,67,29,0,527155.2
Magnetite,58.42,1059,337.03,60,38,0,253132.77
Hematite,53.56,2777,343.15,37,21,0,791861.55
Magnetite,59.64,2952,312.79,46,39,0,672436.08
Magnetite,62.44,1605,273.02,32,25,0,346712.1
Magnetite,56.21,1411,269.33,66,20,0,258678.63
Magnetite,53.5,1432,316.47,45,26,0,351513.04
Hematite,50.01,2566,317.34,64,23,0,591052.44
Magnetite,57.41,1094,272.61,45,27,0,219467.34
Magnetite,53.78,1740,312.37,30,25,0,447823.8
Magnetite,54.69,1856,331.48,50,23,0,479738.88
Magnetite,62.77,2345,320.07,48,26,0,577034.15
Hematite,50.97,1915,254.35,36,36,0,349200.25
Magnetite,54.75,1749,308.97,57,31,0,386476.53
Magnetite,61.3,2811,311.53,39,28,0,687373.83
Waste,0,2829,0,66,38,1,-294216
Magnetite,60.45,1903,332.41,64,24,0,465112.23
Waste,0,1043,0,57,36,1,-96999
Hematite,63.24,2499,257.24,47,28,0,455417.76
Hematite,51.4,1793,261.8,43,31,0,336725.4
Magnetite,52.91,2347,255.3,36,25,0,456022.1
Magnetite,50.51,2538,318.44,47,26,0,622926.72
Magnetite,55.29,1368,278.28,31,30,0,297239.04
Magnetite,64.07,1853,325.94,34,25,0,494639.82
Waste,0,2888,0,57,30,1,-251256
Waste,0,2923,0,45,36,1,-236763
Hematite,57.56,2746,279.5,69,22,0,517621
Magnetite,51.18,1931,291.15,42,20,0,442488.65
Hematite,62.1,1273,258.63,69,32,0,200662.99
Hematite,56.38,1272,287.6,62,34,0,243715.2
Magnetite,51.26,2498,336.61,32,34,0,675983.78
Hematite,63.6,2160,287.41,56,33,0,428565.6
Hematite,53.96,1356,312.35,66,35,0,286590.6
Hematite,55.03,1177,342.8,67,20,0,301076.6
Hematite,50.76,1734,327.24,66,23,0,413108.16
Hematite,64.82,2281,315.92,32,31,0,576910.52
Magnetite,55.74,1139,275.99,61,38,0,201591.61
Hematite,59.45,1308,286.22,36,39,0,276275.76
Magnetite,52.56,1003,283.58,46,27,0,211211.74
Hematite,64.11,1831,286.29,64,31,0,350251.99
Magnetite,61.77,1589,258.17,44,37,0,281523.13
Magnetite,56.08,1630,300.63,31,26,0,397116.9
Magnetite,53.61,2495,342.72,66,23,0,633031.4
Waste,0,1053,0,62,22,1,-88452
Hematite,58.18,2952,265.01,41,36,0,555005.52
Magnetite,54.69,1194,308.97,45,28,0,281748.18
Waste,0,2510,0,61,36,1,-243470
Magnetite,61.23,2309,334.65,42,21,0,627239.85
Hematite,62.94,2359,253.13,60,35,0,373028.67
Hematite,54.53,2357,340.63,57,31,0,595448.91
Magnetite,60.29,2634,291.36,61,26,0,538284.24
Hematite,54.78,1064,277.29,46,21,0,223748.56
Magnetite,54.43,2161,260.26,60,31,0,365770.86
Hematite,52.31,2327,330.46,51,37,0,564204.42
Hematite,64.27,1542,271.19,46,37,0,290188.98
Magnetite,61.06,1166,259.49,46,31,0,212783.34
Waste,0,1496,0,46,36,1,-122672
Waste,0,1801,0,36,21,1,-102657
Hematite,63.91,2618,344.91,31,31,0,740658.38
Magnetite,63.1,1238,289.94,45,36,0,258667.72
Magnetite,59.97,2166,273.09,60,26,0,405236.94
Hematite,57.89,1367,269.68,54,29,0,255191.56
Hematite,50.56,2807,342.43,30,31,0,789974.01
Magnetite,51.11,1272,342.92,67,26,0,317898.24
Hematite,51.11,2490,336.37,33,37,0,663261.3
Hematite,63.97,1226,282.76,64,37,0,222837.76
Hematite,54.06,2081,255.16,65,34,0,324968.96
Hematite,53.26,1025,302.52,69,22,0,216808
Hematite,62.76,1327,345.81,46,35,0,351402.87
Magnetite,51.99,1170,265.17,69,36,0,187398.9
Hematite,64.35,2343,321.27,42,26,0,593411.61
Hematite,53.26,1142,307.83,61,35,0,241909.86
Magnetite,64.94,2545,282.54,34,23,0,573999.3
Hematite,60.63,2219,253.13,62,20,0,379737.47
Hematite,59.73,1078,325.21,36,37,0,271882.38
Magnetite,52.19,1995,263.72,42,28,0,386471.4
Magnetite,50.25,2788,269.62,47,21,0,562116.56
Magnetite,53.2,1805,264.61,53,20,0,345856.05
Hematite,55.08,2708,314.75,36,33,0,665491
Magnetite,60.21,2667,331.95,52,35,0,653281.65
Magnetite,50.33,2910,315.53,32,35,0,723222.3
Waste,0,2497,0,63,25,1,-219736
Hematite,61.05,2992,266.38,64,30,0,515760.96
Hematite,52.09,1015,255.19,51,38,0,168682.85
Magnetite,50.38,2483,343.2,40,28,0,683321.6
Hematite,59.01,1774,276.38,39,25,0,376762.12
Hematite,57.82,2491,298.34,65,31,0,504028.94
Hematite,51.03,1998,282.93,57,35,0,381478.14
Hematite,64.49,2789,283.95,48,23,0,593917.55
Magnetite,64.54,2797,279.07,42,28,0,584768.79
Magnetite,51.37,1440,253.18,60,33,0,230659.2
Hematite,56.63,2993,339.51,31,38,0,809636.43
Hematite,57.07,2108,299.56,63,21,0,454400.48
Hematite,55.58,2532,286.88,43,24,0,556736.16
Hematite,51.41,1494,256.55,58,33,0,247331.7
Magnetite,53.17,1625,281.57,61,24,0,319426.25
Hematite,61.71,1947,342.3,31,26,0,555479.1
Hematite,64.45,1469,318.29,65,28,0,330951.01
Hematite,52.63,2013,297.57,39,28,0,464137.41
Hematite,64.36,2572,295.06,37,39,0,563422.32
Hematite,61.56,1280,326.54,54,39,0,298931.2
Hematite,54.2,1700,323.97,59,36,0,389249
Magnetite,52.63,1584,340.18,34,21,0,451725.12
Hematite,54.01,2528,285.02,46,31,0,525874.56
Magnetite,56.38,1340,349.96,34,34,0,377826.4
Magnetite,63.06,2469,306.52,46,25,0,581498.88
Waste,0,2576,0,31,34,1,-167440
Magnetite,57.88,2070,291.84,69,26,0,407458.8
Magnetite,51.81,2647,268.94,39,32,0,523947.18
Hematite,57.58,2000,308.97,33,26,0,499940
Hematite,54.43,2665,306.08,65,25,0,575853.2
Hematite,64.56,2634,290.34,57,39,0,511891.56
Hematite,50.39,1462,332.67,43,37,0,369403.54
Magnetite,56.26,2927,257.9,46,37,0,511932.3
Hematite,64.07,1340,318.48,49,29,0,322243.2
Hematite,59.68,1982,340.29,33,28,0,553552.78
Magnetite,50.77,1597,339.76,51,37,0,402060.72
Magnetite,62.91,1285,250.9,53,37,0,206756.5
Hematite,61.45,2622,348.45,49,38,0,685521.9
Hematite,51.88,1763,345.56,52,21,0,480523.28
Waste,0,1928,0,42,23,1,-125320
Magnetite,50.81,2274,307.46,60,26,0,503600.04
Waste,0,2724,0,34,39,1,-198852
Magnetite,55.13,1071,327.23,30,25,0,291558.33
Magnetite,50.07,1326,305.23,42,25,0,315892.98
Magnetite,50.96,1986,260.41,69,20,0,340420.26
Hematite,52.29,2235,258.97,40,25,0,433522.95
Magnetite,52.2,1165,318.28,32,22,0,307886.2
Magnetite,56.25,2689,252.94,55,30,0,451590.66
Hematite,64.38,2967,319.15,68,30,0,656152.05
Magnetite,51.8,1767,289.84,45,36,0,369020.28
Magnetite,51.18,1063,314.09,34,24,0,272223.67
Magnetite,58.48,2279,278.17,68,33,0,403770.43
Magnetite,59.21,2522,273.2,32,30,0,532646.4
Magnetite,64.55,2536,300.26,32,31,0,601691.36
Waste,0,1681,0,65,20,1,-142885
Hematite,52.35,1785,299.41,46,20,0,416636.85
Waste,0,1921,0,46,36,1,-157522
Magnetite,56.08,1084,343.4,69,32,0,262761.6
Magnetite,54.72,2387,311.98,52,22,0,568058.26
Hematite,53.17,1036,264.12,34,33,0,204216.32
Hematite,55.89,2613,272.15,42,24,0,538669.95
Hematite,54.19,1571,270.6,53,36,0,285293.6
Hematite,60.81,2011,275.05,60,35,0,362080.55
Hematite,55.26,1375,276.98,69,31,0,243347.5
Magnetite,50.74,2106,265.59,40,33,0,405594.54
Magnetite,57.43,2418,289.73,45,25,0,531307.14
Magnetite,54.75,2814,310.93,43,24,0,686419.02
Hematite,55.11,2083,286,69,38,0,372857
Magnetite,60.28,1053,289.07,65,25,0,209620.71
Hematite,53.09,2785,312.98,63,30,0,612644.3
Hematite,51.69,1032,289.05,41,29,0,226059.6
Hematite,58.55,1369,252.04,37,30,0,253319.76
Hematite,53.6,1159,297.77,48,30,0,254713.43
Waste,0,1803,0,38,27,1,-117195
Hematite,62.78,1864,306.18,32,20,0,473791.52
Hematite,63.93,2951,328.54,68,39,0,653764.54
Magnetite,52.05,1663,318.42,49,23,0,409796.46
Waste,0,1755,0,69,27,1,-168480
Hematite,61.79,2162,328.51,32,27,0,582680.62
Hematite,60.7,1657,282.75,55,29,0,329328.75
Waste,0,1715,0,57,29,1,-147490
Hematite,53.71,2323,303.57,37,30,0,549552.11
Hematite,59.29,1691,286.63,52,23,0,357866.33
Waste,0,1456,0,57,26,1,-120848
Magnetite,57.66,1819,338.34,61,34,0,442635.46
Hematite,53.1,2209,322.81,35,32,0,565084.29
Magnetite,57.16,2691,300.88,64,29,0,559405.08
Magnetite,61.07,2772,328.39,64,30,0,649729.08
Magnetite,53.33,2091,324.68,54,29,0,505352.88
Magnetite,52.68,1316,303.37,41,32,0,303166.92
Magnetite,59.03,1921,349.29,56,35,0,496175.09
Waste,0,1143,0,68,29,1,-110871
Hematite,57.23,1972,263.63,55,35,0,342398.36
Waste,0,1291,0,38,21,1,-76169
Magnetite,57.81,2978,264.74,65,36,0,487617.72
Hematite,59.75,1200,270.76,30,29,0,254112
Hematite,52.16,1647,320.29,61,29,0,379287.63
Magnetite,56.78,1228,299.19,45,32,0,272849.32
Magnetite,53.35,1968,320.12,41,34,0,482396.16
Magnetite,59.4,1346,323.38,69,21,0,314129.48
Magnetite,51.48,1786,268.28,43,35,0,339840.08
Magnetite,61.62,1685,314.14,48,36,0,387785.9
Magnetite,52.99,1545,258.24,67,34,0,242935.8
Hematite,53.03,1374,287.86,55,34,0,273233.64
Waste,0,1138,0,67,22,1,-101282
Hematite,52.18,2982,258.58,39,22,0,589183.56
Hematite,51.85,1178,316.56,59,20,0,279845.68
Magnetite,57.57,2907,252.64,51,32,0,493143.48
Hematite,51.49,1353,255.39,31,30,0,263009.67
Magnetite,55.05,2763,311.45,45,28,0,658837.35
Hematite,53.1,1542,281.58,31,28,0,343218.36
Hematite,58.69,1585,313.68,32,32,0,395742.8
Magnetite,60.42,2562,279.28,58,24,0,505431.36
Hematite,53.33,1871,271.86,41,28,0,379551.06
Magnetite,64.89,2434,289.12,64,34,0,465186.08
Waste,0,1432,0,50,39,1,-127448
Magnetite,54.75,2325,349.46,55,32,0,610219.5
Hematite,54.45,1672,281.5,32,37,0,355300
Magnetite,62.82,1404,319.96,64,37,0,307419.84
Magnetite,62.24,2490,333.2,61,34,0,593118
Waste,0,1641,0,49,39,1,-144408
Magnetite,55.19,2623,259.01,40,32,0,490527.23
Magnetite,54.41,2043,344.51,37,36,0,554694.93
Hematite,56.34,2759,259.31,51,23,0,511270.29
Waste,0,1239,0,62,36,1,-121422
Magnetite,50.15,1912,346.76,55,34,0,492837.12
Hematite,60.3,2166,322.82,69,39,0,465300.12
Hematite,57.99,2147,273.09,47,20,0,442475.23
Hematite,59.75,2592,267.1,62,37,0,435715.2
Waste,0,1927,0,41,25,1,-127182
Waste,0,1602,0,48,27,1,-120150
Hematite,63.96,1365,325.9,50,32,0,332923.5
Magnetite,55.78,1151,330.96,58,33,0,276193.96
Magnetite,52.13,1330,318.6,30,29,0,345268
Hematite,51.29,2108,343.15,44,30,0,567368.2
Magnetite,55.44,2844,337.03,36,35,0,756589.32
Hematite,59.55,1930,280.63,32,38,0,406515.9
Magnetite,63.91,1790,257.69,31,30,0,352075.1
Waste,0,2281,0,32,28,1,-136860
Magnetite,63.76,2515,280.69,38,32,0,529885.35
Magnetite,54.77,1336,313.03,35,36,0,323352.08
Magnetite,60.49,2741,273.04,53,35,0,507194.64
Waste,0,2674,0,35,34,1,-184506
Magnetite,60.14,2242,295.04,62,26,0,464183.68
Hematite,63.64,2033,251.71,47,33,0,349086.43
Magnetite,50.78,1620,270.77,59,29,0,296087.4
Magnetite,59.89,1187,304.04,57,24,0,264748.48
Hematite,63.27,1419,336.84,51,27,0,367293.96
Hematite,57.3,1185,309.71,44,32,0,276946.35
Magnetite,63.92,1939,325.76,55,26,0,474589.64
Hematite,62.37,1349,339.29,69,38,0,313359.21
Magnetite,51.96,2481,252.02,65,30,0,389566.62
Magnetite,63.4,1815,255.32,45,31,0,325465.8
Magnetite,55.55,2407,322.88,33,33,0,618310.16
Waste,0,2508,0,65,24,1,-223212
Magnetite,59.9,1239,256.7,60,28,0,209019.3
Waste,0,1158,0,62,20,1,-94956
Magnetite,59.94,2220,333.21,37,28,0,595426.2
Hematite,56.6,2172,335.96,39,34,0,571149.12
Hematite,53.8,2149,348.95,43,34,0,584420.55
Hematite,51.19,2744,291.55,54,35,0,555797.2
Hematite,62.49,2086,271.72,41,31,0,416615.92
Waste,0,1061,0,43,35,1,-82758
Magnetite,58.35,1955,304.11,69,24,0,412720.05
Hematite,58.97,1554,341.72,67,33,0,375632.88
Magnetite,51.38,1040,252.79,39,26,0,195301.6
Waste,0,2477,0,49,29,1,-193206
Hematite,64.27,2876,348.41,42,29,0,797831.16
Magnetite,64.16,2138,328.37,60,32,0,505359.06
Waste,0,2329,0,34,29,1,-146727
Hematite,55.83,1304,304.12,42,21,0,314420.48
Magnetite,63.14,2348,291.56,52,39,0,470914.88
Magnetite,63.3,2741,304.09,64,26,0,586820.69
Magnetite,60.57,1345,349.44,38,35,0,371811.8
Hematite,60.4,1218,291.75,42,38,0,257911.5
Magnetite,59.05,2824,320.42,62,23,0,664826.08
Hematite,50.7,1119,321.05,55,31,0,263020.95
Magnetite,57.79,2590,302.58,60,34,0,540222.2
Magnetite,62.49,2759,305.38,34,22,0,688039.42
Hematite,56.31,1815,257.82,54,37,0,302778.3
Waste,0,2984,0,33,39,1,-214848
Magnetite,50.33,2810,323.42,57,28,0,669960.2
Hematite,54.11,2298,322.94,68,30,0,516912.12
Hematite,59.6,2600,342.39,35,32,0,716014
Magnetite,52.39,2503,338.7,40,35,0,660041.1
Magnetite,55.46,2436,326.34,45,37,0,595212.24
Hematite,50.64,2446,259.35,63,35,0,394662.1
Hematite,57.18,2336,255.62,46,34,0,410248.32
Magnetite,55.51,1311,274.55,69,26,0,235390.05
Magnetite,53.67,2943,252.85,69,26,0,464552.55
Magnetite,56.58,1903,317.89,51,22,0,466025.67
Hematite,62.92,1899,274.18,33,31,0,399131.82
Magnetite,50.57,1984,271.06,42,22,0,410807.04
Magnetite,63.11,2970,313.74,51,36,0,673417.8
Hematite,50.3,1861,339.69,32,37,0,503754.09
Magnetite,58.02,2467,303.11,46,37,0,543011.37
Hematite,56.77,1010,288.26,52,24,0,214382.6
Hematite,62.05,1765,284.38,35,29,0,388970.7
Waste,0,2384,0,65,29,1,-224096
Magnetite,57.4,1601,258.72,60,33,0,265317.72
Magnetite,57.1,1396,292.29,67,36,0,264248.84
Hematite,64.43,1201,337.65,61,22,0,305834.65
Magnetite,59.07,2157,289.81,40,20,0,495700.17
Magnetite,60.9,1479,318.65,43,25,0,370711.35
Magnetite,60.35,1192,313.68,31,36,0,294042.56
Waste,0,2895,0,59,27,1,-248970
Hematite,57.79,1255,264.34,60,36,0,211266.7
Hematite,62.48,2334,321.29,52,39,0,537496.86
Waste,0,1131,0,33,26,1,-66729
Magnetite,56.23,1764,293.35,48,22,0,393989.4
Hematite,52.91,2560,335.63,65,27,0,623692.8
Hematite,57.94,2816,302.44,59,24,0,617943.04
Magnetite,55.52,1370,335.5,65,20,0,343185
Hematite,64.83,2758,285.74,49,22,0,592252.92
Magnetite,51.99,2830,275.93,46,26,0,577121.9
Hematite,62.15,2833,281.43,41,33,0,587649.19
Hematite,61.21,2401,292.98,44,39,0,504161.98
Waste,0,1412,0,33,24,1,-80484
Magnetite,59.67,1614,324.12,54,29,0,389167.68
Magnetite,56.48,2691,324.97,35,30,0,699579.27
Magnetite,55.21,1144,254.99,69,34,0,173876.56
Magnetite,55.47,2801,346.68,48,30,0,752572.68
Hematite,55.22,1037,322.14,46,29,0,256284.18
Magnetite,58.3,1704,345.7,39,20,0,488536.8
Hematite,62.1,2426,274.46,47,21,0,500871.96
Magnetite,64.64,1267,322.74,60,34,0,289813.58
Magnetite,61.48,2224,262.14,49,38,0,389511.36
Magnetite,62.5,1281,253.83,57,38,0,203461.23
Hematite,59.62,1916,254.77,39,31,0,354019.32
Hematite,50.79,2795,332.61,36,27,0,753559.95
Magnetite,63.83,2150,268.34,31,33,0,439331
Waste,0,1576,0,41,26,1,-105592
Magnetite,63.69,2257,283.06,54,30,0,449278.42
Waste,0,2200,0,39,33,1,-158400
Magnetite,58.68,1220,267.46,59,30,0,217721.2
Magnetite,59.45,2597,341.42,47,33,0,678907.74
Magnetite,60.28,2601,259.29,67,31,0,419515.29
Hematite,64.59,2746,263.08,60,23,0,494499.68
Waste,0,1428,0,60,38,1,-139944
Magnetite,60.31,1029,345.94,31,22,0,301435.26
Hematite,52.79,2197,278.2,30,33,0,472794.4
Hematite,59.87,2005,267.36,40,23,0,409741.8
Hematite,58.74,2340,285.5,65,21,0,466830
Magnetite,62.19,2518,280.61,35,26,0,552977.98
Magnetite,59.71,1793,254.22,51,36,0,299825.46
Magnetite,61.41,1439,307.25,41,28,0,342841.75
Magnetite,62.08,2648,297.3,66,35,0,519802.4
Hematite,61.8,2978,313.1,31,35,0,735863.8
Waste,0,1802,0,47,29,1,-136952
Hematite,54.83,1320,310.94,31,35,0,323320.8
Hematite,50.11,2572,269.37,43,23,0,523067.64
Magnetite,54.95,1824,297.57,59,31,0,378607.68
Magnetite,58.26,2430,255.33,58,26,0,416331.9
Hematite,58.36,1791,313.35,55,34,0,401810.85
Magnetite,64.03,1040,278.75,34,26,0,227500
Magnetite,58.78,2251,284.05,36,26,0,499834.55
Magnetite,56.28,1374,308.7,56,37,0,296371.8
Hematite,64.6,1364,273.13,41,34,0,270249.32
Waste,0,2454,0,30,34,1,-157056
Waste,0,2787,0,41,24,1,-181155
Magnetite,52.32,1556,334.42,65,32,0,369425.52
Hematite,57.06,2591,268,51,33,0,476744
Hematite,55.73,1329,259.48,31,23,0,273082.92
Hematite,62.91,2649,332.58,34,26,0,722064.42
Hematite,53.19,1118,319.33,60,20,0,267570.94
Magnetite,56.07,1815,327.72,63,33,0,420571.8
Hematite,58.66,1782,335.19,47,29,0,461876.58
Hematite,62.18,2753,340.22,46,24,0,743915.66
Hematite,54.47,1169,267.15,33,20,0,250341.35
Magnetite,54.6,1600,262.58,43,36,0,293728
Hematite,60.25,2825,264.97,37,24,0,576215.25
Magnetite,51.81,2849,330.92,59,37,0,669287.08
Magnetite,50.08,1181,252.42,54,33,0,195361.02
Magnetite,51.94,2918,330.52,68,24,0,696001.36
Hematite,58.04,1297,288.04,39,32,0,281500.88
Hematite,56.33,2277,251.34,60,36,0,353709.18
Magnetite,54.8,2793,324.45,64,23,0,663197.85
Waste,0,1509,0,41,38,1,-119211
Waste,0,2129,0,38,36,1,-157546
Hematite,62.25,1022,345.61,65,32,0,254079.42
Hematite,52.43,1959,341.62,45,33,0,516431.58
Hematite,58.02,2533,323.02,51,29,0,615569.66
Magnetite,60.8,1313,298.84,36,33,0,301779.92
Magnetite,52.3,1045,275.49,58,26,0,200107.05
Hematite,52.14,2171,342.48,49,26,0,580699.08
Magnetite,58.1,2743,261.43,43,26,0,527835.49
Magnetite,58.92,1890,252.73,43,26,0,347249.7
Magnetite,63.79,1334,268,56,38,0,232116
Hematite,57.93,1099,343.45,64,38,0,265353.55
Hematite,55.89,1159,271.19,57,27,0,216953.21
Magnetite,52.04,1947,326.57,69,26,0,450866.79
Hematite,59.97,2067,254.88,69,39,0,303600.96
Hematite,59.07,2393,283.56,69,21,0,463189.08
Magnetite,56.82,2736,301.57,51,31,0,600743.52
Magnetite,54.25,2592,340.36,39,28,0,708549.12
Magnetite,56.76,1598,324.49,68,27,0,366725.02
Magnetite,55.49,2041,287.32,64,37,0,380279.12
Hematite,51.28,2580,250.31,64,32,0,398119.8
Magnetite,52.4,2505,263.87,57,28,0,448069.35
Hematite,51.3,1573,292.71,41,35,0,340884.83
Hematite,53.33,1469,273.53,47,31,0,287233.57
Hematite,57.2,2721,263.77,68,27,0,459223.17
Hematite,51.32,2770,258.57,59,24,0,486328.9
Magnetite,51.42,2456,301.5,41,32,0,561196
Magnetite,64.57,2334,267.4,44,39,0,430389.6
Magnetite,50.87,2946,317.73,49,34,0,691514.58
Hematite,55.15,2722,255.45,39,27,0,515682.9
Magnetite,52.26,1218,345.8,55,20,0,329834.4
Waste,0,2023,0,40,20,1,-121380
Waste,0,1391,0,52,21,1,-101543
Magnetite,52.67,2627,309.33,40,39,0,605076.91
Magnetite,55.52,2303,307.7,40,31,0,545120.1
Magnetite,55.91,1460,279.63,50,37,0,281239.8
Magnetite,58.31,1376,281.46,39,34,0,286840.96
Waste,0,2948,0,43,26,1,-203412
Magnetite,63.54,2630,292.86,69,30,0,509851.8
Hematite,60.23,1233,278.09,56,32,0,234380.97
Waste,0,1888,0,67,31,1,-185024
Hematite,62.14,1770,265.75,56,30,0,318157.5
Hematite,54.92,2371,347.89,45,26,0,656506.19
Waste,0,2712,0,48,24,1,-195264
Hematite,59.36,1257,300.91,46,20,0,295281.87
Magnetite,50.75,1277,327.8,32,36,0,331764.6
Magnetite,51.41,2307,262.99,55,24,0,424464.93
Magnetite,54.1,2196,270.66,34,22,0,471393.36
Magnetite,58.28,1675,298.56,37,27,0,392888
Hematite,63.97,2319,339.99,69,25,0,570450.81
Hematite,62.52,1692,290.68,40,33,0,368314.56
Magnetite,52.33,2823,281.77,66,21,0,549835.71
Hematite,50.48,1601,316.19,32,20,0,422968.19
Magnetite,54.14,1934,281.02,44,34,0,392640.68
Hematite,64.38,1851,304.7,47,33,0,415919.7
Hematite,51.22,2690,292.41,36,32,0,603662.9
Magnetite,57.08,2627,251.76,32,33,0,490618.52
Hematite,53.2,1645,332.28,66,31,0,387035.6
Waste,0,2527,0,58,36,1,-237538
Waste,0,2820,0,49,35,1,-236880
Magnetite,63.42,2250,309.48,54,38,0,489330
Hematite,51.53,2996,302.74,54,31,0,652349.04
Magnetite,63.52,2851,278.81,45,30,0,581062.31
Magnetite,56.26,1069,278.24,41,26,0,225815.56
Magnetite,54.27,2720,307.52,31,36,0,654214.4
Magnetite,63.62,1444,347.57,42,30,0,397923.08
Hematite,50.64,2829,275.1,42,30,0,574569.9
Waste,0,1844,0,57,30,1,-160428
Hematite,53.25,2763,264.38,47,36,0,501152.94
Hematite,59.18,1546,306.83,59,26,0,342949.18
Hematite,54.69,2656,343.01,32,27,0,754330.56
Hematite,63.93,2524,335.52,33,36,0,672696.48
Hematite,58.82,2640,304.19,32,31,0,636741.6
Hematite,50.89,2414,274.62,41,34,0,481882.68
Hematite,59.27,2262,336.21,38,35,0,595381.02
Hematite,54.58,2315,304.1,43,39,0,514161.5
Magnetite,55.33,1652,252.18,38,30,0,304265.36
Hematite,64.15,1253,283.28,46,31,0,258468.84
Hematite,63.87,1724,260.01,44,24,0,331025.24
Magnetite,59.89,1018,328.77,59,21,0,253247.86
Waste,0,2120,0,65,21,1,-182320
Magnetite,56.78,1021,263.63,50,24,0,193612.23
Hematite,54.37,2495,293.47,54,35,0,510152.65
Magnetite,58.77,2551,342.28,50,21,0,692035.28
Magnetite,53.23,1657,326.61,31,25,0,448400.77
Magnetite,53.4,2952,295.98,33,36,0,670044.96
Magnetite,61.08,2509,255.58,51,37,0,420458.22
Waste,0,1793,0,67,32,1,-177507
Waste,0,1993,0,69,24,1,-185349
Waste,0,2199,0,48,30,1,-171522
Hematite,53.3,1661,262.23,62,38,0,269464.03
Magnetite,55.95,1403,294.66,46,33,0,302570.98
Magnetite,50.15,2084,341.5,48,23,0,563722
Hematite,56.62,1556,258.37,57,39,0,252647.72
Magnetite,57.53,2620,262.27,62,36,0,430387.4
Hematite,64.16,1222,295.64,30,35,0,281842.08
Waste,0,1162,0,42,33,1,-87150
Hematite,59.29,2039,287.4,56,25,0,420849.6
Hematite,53.27,2911,262.28,56,23,0,533528.08
Magnetite,56.92,1033,288.02,34,34,0,227280.66
Magnetite,62.2,2964,321.49,63,30,0,677244.36
Magnetite,50.36,2652,260.2,54,21,0,491150.4
Magnetite,50.27,2937,296.8,34,25,0,698418.6
Waste,0,1657,0,63,23,1,-142502
Hematite,54.12,2650,312.73,42,39,0,614084.5
Hematite,50.63,2377,333.94,60,32,0,575091.38
Magnetite,63.16,1977,330.5,59,33,0,471514.5
Hematite,55.67,1798,256.14,60,25,0,307709.72
Waste,0,2101,0,50,36,1,-180686
Hematite,64.74,1832,328.61,63,39,0,415149.52
Hematite,54.39,1835,253.7,66,33,0,283874.5
Magnetite,51.78,1653,307.41,34,39,0,387479.73
Magnetite,59.98,1441,345.66,59,32,0,366965.06
Hematite,60.5,1152,282.44,46,32,0,235514.88
Magnetite,61.66,2793,271.34,57,24,0,531619.62
Magnetite,59.55,2221,340.08,50,29,0,579858.68
Hematite,62.63,1612,256.26,32,39,0,298639.12
Waste,0,1317,0,39,39,1,-102726
Waste,0,1368,0,44,33,1,-105336
Waste,0,1592,0,57,24,1,-128952
Hematite,56.92,2367,286.12,54,23,0,494987.04
Hematite,52.64,2885,279.07,52,20,0,597396.95
Hematite,57.47,2452,264.29,62,35,0,410195.08
Hematite,59.23,1394,262.2,54,36,0,240046.8
Magnetite,58.08,2505,290.51,49,38,0,509792.55
Hematite,50.13,2962,291.33,54,27,0,622997.46
Magnetite,51.7,1067,285.73,45,22,0,233384.91
Magnetite,52.12,1507,283.96,60,26,0,298325.72
Hematite,54.44,2960,319.66,63,24,0,688673.6
Magnetite,60.1,2324,252.52,59,21,0,400936.48
Hematite,55.26,2558,332.91,55,27,0,641827.78
Hematite,51.29,1744,260.92,42,33,0,324244.48
Magnetite,54.95,1893,274.92,64,27,0,348160.56
Magnetite,52.42,2248,344.95,49,21,0,618087.6
Hematite,56.1,2488,290.46,39,34,0,541040.48
Magnetite,50.68,1870,250.71,30,34,0,349147.7
Hematite,61.73,1753,303.11,31,38,0,410394.83
Hematite,55.33,2232,277.57,47,29,0,449904.24
Hematite,50.24,2103,274.8,39,38,0,415973.4
Magnetite,50.02,2766,336.38,59,33,0,675955.08
Magnetite,52.99,1364,349.14,64,32,0,345282.96
Magnetite,61.27,2483,298.77,38,30,0,573001.91
Magnetite,50.18,2599,328.06,43,27,0,670697.94
Magnetite,64.39,2296,297.3,42,25,0,528768.8
